Batch Number,B2600056,,,,,,
Category,Aquaculture,,,,,,
Specie,Cold Fresh Water Fish,,,,,,
Family,Salmonoid,,,,,,
Brand,A'FLAKES,,,,,,
Product Code,FTT207002,,,,,,
Product name,A\'FLAKES Gold- Salmonoid Finisher 7002,,,,,,
NIR-Code,Y20260214-00111,,,,,,
FileTitle:,IAS_Spectrum,,,,,,
Head:,Reference,Sample,,,,,
918,0.68362847,1547234.293,320573.4966,6665,1192,,
919,0.68342169,1561494.61,323682.1872,7147,1192,,
920,0.68321742,1575787.098,326798.5472,7461,1241,,
921,0.68302328,1590217.191,329938.6272,8056,1280,,
922,0.68284706,1604146.017,332963.6618,8599,1383,,
923,0.6826962,1616536.733,335652.1064,8989,1367,,
924,0.68257572,1626507.933,337816.1962,9661,1435,,
925,0.6824682,1635037.747,339671.8736,10393,1644,,
926,0.68234276,1644308.25,341696.4577,11123,1682,,
927,0.68217229,1656361.082,344336.2367,12067,1866,,
928,0.6819683,1670886.4,347519.0531,12972,1787,,
929,0.68176945,1685790.897,350779.5379,13932,1928,,
930,0.68161095,1699016.966,353660.6706,15077,2134,,
931,0.68149447,1709935.264,356028.8525,16290,2335,,
932,0.68139464,1719147.108,358029.1601,17662,2489,,
933,0.68128701,1727307.537,359817.8103,19254,2748,,
934,0.68116754,1735354.649,361593.5743,21144,3042,,
935,0.68105118,1744495.645,363595.6792,23024,3286,,
936,0.68095299,1755886.742,366052.6141,25533,3557,,
937,0.68087344,1769216.099,368898.9739,28357,3886,,
938,0.6807982,1782675.329,371769.7573,31388,4439,,
939,0.68071288,1794441.676,374297.1029,35243,4914,,
940,0.68061588,1804055.423,376386.4592,39732,5553,,
941,0.68051905,1812505.486,378233.7475,44837,6282,,
942,0.68043447,1820829.329,380044.7783,50598,7158,,
943,0.68036418,1829494.768,381915.2407,57281,8293,,
944,0.68029952,1838355.78,383822.1574,64892,9367,,
945,0.68023181,1847219.521,385732.917,73529,10755,,
946,0.68016196,1855471.127,387518.3178,83175,12255,,
947,0.68010082,1862047.211,388946.4997,93973,14069,,
948,0.68005895,1865938.895,389796.9766,106296,15841,,
949,0.68003575,1867954.345,390238.8545,119433,18058,,
950,0.68001947,1870755.053,390838.6097,134022,20397,,
951,0.67999834,1876954.418,392152.8556,149074,22961,,
952,0.67996722,1886388.356,394152.138,165053,25511,,
953,0.67992703,1896246.747,396248.6721,181792,28104,,
954,0.67987879,1903719.676,397854.441,198779,31097,,
955,0.67982446,1907894.641,398776.8423,216052,33990,,
956,0.67976697,1909502.582,399165.7628,232137,36684,,
957,0.67970906,1909371.879,399191.6593,249789,39634,,
958,0.6796498,1908971.507,399162.4194,266268,42488,,
959,0.67958552,1910261.397,399491.2581,280321,44942,,
960,0.67951394,1914995.035,400547.2122,296546,47640,,
961,0.67944679,1922303.01,402137.9503,310842,49982,,
962,0.67940443,1929586.116,403700.9197,324757,52377,,
963,0.67940289,1934473.749,404724.9203,338404,54746,,
964,0.67942095,1937048.04,405246.6537,350288,56764,,
965,0.67941715,1938742.677,405604.7393,364368,58977,,
966,0.67935738,1940845.23,406100.499,377839,61190,,
967,0.67926213,1943466.033,406738.0735,389708,63226,,
968,0.67917595,1946190.494,407389.0902,404732,65448,,
969,0.67913488,1948673.809,407947.4952,417723,67603,,
970,0.67912815,1950975.941,408435.7677,431100,69654,,
971,0.67912889,1953297.804,408921.1459,444641,71771,,
972,0.67911479,1955802.018,409458.6998,458403,73707,,
973,0.67908212,1958490.149,410052.3185,472058,75805,,
974,0.67903205,1961321.547,410692.4808,487098,78058,,
975,0.67896673,1964202.872,411357.678,501087,80226,,
976,0.67889138,1966879.705,411989.7584,515350,82215,,
977,0.67881171,1969068.183,412523.8329,529871,84386,,
978,0.67873682,1970726.377,412942.4279,544512,86488,,
979,0.67868335,1972343.633,413332.1904,559374,88612,,
980,0.67866857,1974473.281,413792.5707,571375,90297,,
981,0.67868696,1977264.404,414359.9618,589235,92741,,
982,0.67869759,1980234.718,414972.2699,605823,95260,,
983,0.67865805,1982860.704,415560.4038,618090,96791,,
984,0.67856306,1984991.505,416097.9654,636893,99464,,
985,0.67844785,1986884.966,416605.3778,652949,101664,,
986,0.67834817,1988806.97,417104.1045,668624,103811,,
987,0.67827943,1990837.463,417596.0385,684855,105997,,
988,0.67824179,1992916.258,418068.3231,697691,107653,,
989,0.67823253,1994995.539,418513.4325,716205,110095,,
990,0.67822827,1997160.313,418971.6719,733915,112533,,
991,0.67819539,1999562.006,419507.2648,747891,114202,,
992,0.67811091,2002144.876,420130.8643,768617,117083,,
993,0.67800502,2003803.559,420581.4564,785209,119298,,
994,0.67792422,2003102.44,420512.5321,801673,121341,,
995,0.67789694,1999592.992,419802.1618,818598,123628,,
996,0.67789751,1995821.502,419009.8025,836057,125750,,
997,0.67789013,1994879.288,418819.1114,852705,128058,,
998,0.67785628,1997828.638,419471.0126,870846,130482,,
999,0.67780926,2002026.044,420397.8301,887729,132581,,
1000,0.67776483,2004498.252,420960.0223,904489,134823,,
1001,0.67772074,2004082.027,420915.3393,921812,137141,,
1002,0.67765508,2001618.968,420461.5853,939165,139435,,
1003,0.67754838,1998085.443,419822.47,956641,141898,,
1004,0.67742325,1994826.213,419258.4466,968354,143413,,
1005,0.67733061,1993429.329,419054.235,991171,146644,,
1006,0.67731079,1995059.38,419416.0449,1010976,149393,,
1007,0.67733491,1998293.589,420072.6266,1022694,150967,,
1008,0.6773484,2000741.678,420574.1949,1045839,154114,,
1009,0.67731203,2000789.713,420619.5158,1063867,156533,,
1010,0.67723456,1999290.722,420379.369,1081063,158938,,
1011,0.67713423,1997578.879,420116.47,1098932,161306,,
1012,0.67702915,1996474.318,419985.7687,1110927,162778,,
1013,0.67693695,1995927.315,419959.8524,1132591,165562,,
1014,0.67687384,1995772.433,419988.2899,1153072,168208,,
1015,0.67682994,1995214.484,419913.3168,1166782,169717,,
1016,0.67677127,1992878.573,419478.3645,1191754,172961,,
1017,0.67666808,1987734.763,418495.074,1209980,175130,,
1018,0.67653476,1981728.319,417358.5938,1228178,177247,,
1019,0.67640809,1978249.707,416747.5114,1247003,179627,,
1020,0.67631614,1979467.392,417092.3344,1266735,181785,,
1021,0.67624932,1982892.52,417878.3337,1285421,184129,,
1022,0.67618866,1984951.228,418370.6203,1305805,186645,,
1023,0.67612206,1983578.858,418145.4822,1324960,188895,,
1024,0.67605037,1979452.344,417344.4848,1343720,190816,,
1025,0.67597536,1973571.13,416176.3786,1363355,193181,,
1026,0.67588811,1967562.357,414992.6428,1383115,195447,,
1027,0.67577012,1963621.292,414273.9401,1403040,197795,,
1028,0.67561069,1963503.025,414401.0875,1413562,198676,,
1029,0.67545429,1965664.403,415006.6749,1440373,201936,,
1030,0.67536834,1967125.165,415397.2844,1463166,204686,,
1031,0.67538698,1965872.092,415114.8536,1473714,205508,,
1032,0.67544463,1962873.453,414426.6439,1500637,208580,,
1033,0.67545745,1959649.38,413733.7215,1520167,210869,,
1034,0.67538832,1956946.58,413228.867,1538019,212884,,
1035,0.67526534,1954443.891,412817.2812,1556594,215062,,
1036,0.67512154,1951775.242,412390.1287,1565836,215916,,
1037,0.67499023,1948953.04,411918.351,1589144,218879,,
1038,0.67490502,1946230.442,411423.6365,1610305,221458,,
1039,0.6748861,1943797.569,410927.2441,1621238,222794,,
1040,0.67489484,1941555.813,410445.0667,1648308,226504,,
1041,0.67487687,1939328.393,409991.157,1665292,228854,,
1042,0.67480841,1936912.933,409545.0577,1681502,231191,,
1043,0.67472011,1934061.86,409025.3781,1698456,233838,,
1044,0.67464653,1930557.619,408353.4624,1716005,236292,,
1045,0.67459674,1926695.51,407583.2628,1730884,238732,,
1046,0.67456029,1923162.915,406870.1119,1748153,241538,,
1047,0.6745252,1920474.228,406334.1131,1762766,243857,,
1048,0.67447465,1918234.387,405907.4461,1776365,246037,,
1049,0.67439038,1915769.338,405464.5059,1790512,248533,,
1050,0.67427171,1912746.299,404935.3239,1803978,250553,,
1051,0.67415162,1909477.328,404355.0649,1817188,252693,,
1052,0.67406472,1906328.082,403768.9595,1817857,252952,,
1053,0.67401027,1903394.291,403198.1119,1839436,256226,,
1054,0.67396009,1900563.751,402645.0411,1855034,258743,,
1055,0.67389358,1897772.94,402115.3713,1854727,258960,,
1056,0.67383,1895212.174,401631.5637,1875332,262067,,
1057,0.67380016,1893137.572,401219.4862,1885723,264058,,
1058,0.67380959,1891136.975,400786.7835,1894070,265600,,
1059,0.67382088,1887666.515,400040.8954,1902973,267317,,
1060,0.67379505,1881315.609,398718.7048,1900339,267389,,
1061,0.67372671,1873552.709,397135.9521,1914000,270032,,
1062,0.67363305,1867731.015,395987.3247,1925411,272341,,
1063,0.67352975,1866029.785,395720.7518,1923601,272955,,
1064,0.67342266,1866202.887,395855.0575,1941490,276289,,
1065,0.67331487,1865036.698,395705.8871,1946892,278154,,
1066,0.67321549,1861099.584,394960.9122,1951190,280083,,
1067,0.67314228,1855253.354,393786.6079,1956398,282157,,
1068,0.67310994,1848559.91,392395.1145,1962508,284501,,
1069,0.67310152,1842461.024,391108.0819,1964937,286800,,
1070,0.67308491,1838572.599,390297.5902,1970486,289476,,
1071,0.6730388,1837441.735,390098.9468,1972977,292190,,
1072,0.67296857,1837039.328,390076.5873,1974665,294978,,
1073,0.67288337,1835070.373,389734.9528,1977112,298085,,
1074,0.67279243,1831186.234,388991.4798,1978901,301238,,
1075,0.67270545,1826669.652,388109.7619,1980266,304640,,
1076,0.67262868,1822635.039,387320.9928,1968464,306323,,
1077,0.67255186,1819235.828,386667.028,1979427,311646,,
1078,0.67246056,1816350.112,386134.856,1983808,316274,,
1079,0.6723624,1813338.317,385581.7177,1971869,318289,,
1080,0.6722956,1808845.309,384685.5078,1982593,324290,,
1081,0.67229105,1801854.393,383202.777,1983870,328560,,
1082,0.67230517,1794327.352,381589.5812,1984318,332751,,
1083,0.6722594,1789586.168,380621.4092,1987262,337298,,
1084,0.67212816,1788971.656,380605.7065,1980643,340111,,
1085,0.67200197,1789520.997,380833.2251,1993615,346048,,
1086,0.67197689,1787905.731,380511.447,2006389,351891,,
1087,0.67203512,1783343.166,379489.5313,2008129,355644,,
1088,0.67207945,1776825.673,378064.0432,2032256,363097,,
1089,0.67204298,1769594.171,376556.9789,2045204,368541,,
1090,0.67196615,1763578.356,375343.2529,2059475,373890,,
1091,0.67191022,1760740.164,374787.4556,2076562,379871,,
1092,0.67189179,1760680.717,374790.707,2097329,386430,,
1093,0.67188296,1760696.282,374801.6411,2114667,392273,,
1094,0.67186146,1758599.639,374373.8593,2137395,399091,,
1095,0.67183995,1755015.252,373629.3193,2156484,404978,,
1096,0.67184081,1751353.683,372849.059,2174636,410808,,
1097,0.67186922,1748260.612,372166.2196,2193335,416488,,
1098,0.67190799,1745401.098,371524.3293,2210746,422007,,
1099,0.67194026,1742442.387,370866.9823,2226924,427124,,
1100,0.67196088,1739455.76,370213.7207,2228536,429297,,
1101,0.67196917,1736662.579,369612.178,2253018,435902,,
1102,0.67197018,1734167.533,369080.3012,2270833,441330,,
1103,0.67197805,1731889.688,368588.8368,2269457,442722,,
1104,0.67200591,1729702.12,368099.6509,2293333,449232,,
1105,0.67205279,1727254.773,367539.1572,2305276,453214,,
1106,0.6721112,1724100.233,366818.5701,2315924,457220,,
1107,0.67217164,1720272.327,365953.2142,2326853,460910,,
1108,0.67222072,1716698.214,365151.6213,2325167,462313,,
1109,0.67224636,1714257.846,364611.0122,2342529,467480,,
1110,0.6722534,1712561.997,364244.4149,2357110,471941,,
1111,0.67225561,1710565.532,363817.9353,2355918,473067,,
1112,0.67226881,1707759.289,363210.0447,2377485,478943,,
1113,0.67231273,1704739.958,362531.2186,2383230,481270,,
1114,0.67240358,1702175.483,361910.138,2387540,483250,,
1115,0.67251812,1700125.841,361379.0326,2392571,485473,,
1116,0.67261121,1698314.649,360916.6738,2399509,487693,,
1117,0.67266823,1696635.726,360512.539,2399788,488763,,
1118,0.67274002,1695350.891,360179.9856,2404935,490694,,
1119,0.6728791,1694648.8,359915.5511,2405460,491382,,
1120,0.67307267,1693562.83,359524.6255,2404761,491840,,
1121,0.67327199,1690490.697,358707.7814,2405231,492488,,
1122,0.67344442,1685286.722,357461.5899,2405001,492782,,
1123,0.67359011,1680833.501,356397.4519,2403926,492911,,
1124,0.67371455,1679966.804,356111.6214,2388872,490186,,
1125,0.6738434,1681711.455,356375.6975,2398134,492525,,
1126,0.67401364,1683081.334,356526.2137,2399869,493039,,
1127,0.67424468,1682298.426,356170.8386,2382357,489573,,
1128,0.6745209,1679926.275,355442.4701,2390131,491279,,
1129,0.67482143,1676853.628,354546.9255,2385344,490420,,
1130,0.6751171,1674458.579,353799.5799,2378093,488750,,
1131,0.67537447,1674332.99,353563.4477,2371233,487492,,
1132,0.67560135,1676664.411,353870.8546,2351788,483437,,
1133,0.67587614,1679295.419,354201.9591,2351655,483323,,
1134,0.67626741,1680216.578,354077.1169,2347868,482439,,
1135,0.67672865,1679843.441,353622.7188,2330404,478777,,
1136,0.67716704,1679553.061,353204.8708,2335637,479649,,
1137,0.6775508,1680093.421,353006.4399,2325756,477547,,
1138,0.6779349,1681337.039,352955.4367,2315199,475207,,
1139,0.67836808,1682923.232,352936.2195,2306252,473304,,
1140,0.67883341,1683625.621,352705.4037,2300056,471650,,
1141,0.67929554,1682025.775,351995.4942,2286518,469056,,
1142,0.67975342,1679020.272,350996.2822,2278544,467270,,
1143,0.68024058,1678046.002,350399.3428,2266344,464667,,
1144,0.68077354,1681412.093,350671.6231,2253540,461991,,
1145,0.68131045,1686633.535,351325.9914,2241487,459510,,
1146,0.68180427,1690221.182,351673.1936,2228990,456826,,
1147,0.68228475,1690997.275,351445.6408,2215674,453775,,
1148,0.68284239,1689698.229,350725.0244,2190164,448493,,
1149,0.68352276,1687527.558,349726.1554,2185213,447219,,
1150,0.68424316,1686793.519,348994.6431,2173296,444535,,
1151,0.68490707,1689671.428,349056.0697,2144878,438323,,
1152,0.68554084,1695044.117,349655.3389,2138438,436585,,
1153,0.68624728,1699859.536,350078.7568,2120957,432799,,
1154,0.68705382,1702529.839,349978.132,2103467,428476,,
1155,0.6878403,1704217.026,349691.1184,2088363,424790,,
1156,0.68849551,1706201.218,349570.4727,2065984,419493,,
1157,0.68908535,1708609.813,349588.8316,2062876,417996,,
1158,0.68974432,1711120.524,349571.7113,2058829,416023,,
1159,0.69051566,1713679.554,349473.2617,2045112,412208,,
1160,0.69132971,1716563.986,349405.9457,2050884,412059,,
1161,0.69212251,1719980.306,349462.8129,2043099,408951,,
1162,0.69288209,1723776.695,349622.1287,2032655,405305,,
1163,0.69360989,1727701.317,349831.3911,2022454,401555,,
1164,0.69430987,1731321.445,349999.8308,2014431,397975,,
1165,0.69498848,1734064.41,350007.015,1998642,393094,,
1166,0.69566476,1735940.446,349840.4843,1988347,389338,,
1167,0.69638466,1738330.414,349741.9031,1975024,385135,,
1168,0.69718276,1742526.049,349942.3653,1960238,380895,,
1169,0.69799073,1747571.276,350303.2516,1947466,377241,,
1170,0.69869721,1751476.137,350515.3306,1934852,373963,,
1171,0.69928893,1753712.527,350485.0324,1921876,370797,,
1172,0.69988279,1755767.284,350416.1929,1900231,366388,,
1173,0.70057041,1758907.115,350487.4728,1896453,365523,,
1174,0.70130518,1762857.593,350680.8476,1887123,363879,,
1175,0.70200855,1766976.725,350931.4395,1865672,360151,,
1176,0.70265338,1771209.097,351250.1014,1862869,360066,,
1177,0.70325215,1775958.238,351706.6633,1851490,358258,,
1178,0.70382637,1780917.906,352222.8517,1839368,356782,,
1179,0.70441708,1784182.444,352388.8657,1828951,355651,,
1180,0.70506182,1784214.409,351872.4193,1811238,353105,,
1181,0.70573846,1783537.651,351191.3593,1806465,353310,,
1182,0.70639463,1786289.392,351202.1663,1799592,352919,,
1183,0.70699446,1793000.051,352034.9989,1784440,351066,,
1184,0.7075299,1799951.104,352964.3208,1784428,352346,,
1185,0.7080135,1804192.799,353402.3625,1774936,351600,,
1186,0.70850677,1806146.749,353383.4968,1764550,350779,,
1187,0.70907168,1806996.912,353090.2556,1755810,350416,,
1188,0.70967866,1808585.833,352907.1569,1750242,350470,,
1189,0.71024127,1813126.846,353335.2118,1739084,349757,,
1190,0.71072014,1820824.57,354444.2747,1733651,350023,,
1191,0.71115777,1828639.194,355606.9631,1725379,349705,,
1192,0.7116004,1833995.657,356285.3028,1716549,349406,,
1193,0.71206643,1837809.686,356643.3309,1710067,349593,,
1194,0.71256103,1841925.889,357035.2696,1704488,349656,,
1195,0.71303428,1847034.221,357635.536,1698787,350021,,
1196,0.71339476,1852911.332,358475.8306,1687229,348917,,
1197,0.71361168,1858754.381,359426.688,1689962,350846,,
1198,0.71377809,1862630.54,360038.2372,1688537,351546,,
1199,0.71398562,1863258.424,359987.5407,1678027,350402,,
1200,0.71423163,1863924.553,359912.3048,1683116,352396,,
1201,0.71447821,1869312.651,360747.8386,1681465,352955,,
1202,0.71469664,1879150.306,362463.9993,1679571,353336,,
1203,0.71487016,1888539.878,364129.6092,1679588,354219,,
1204,0.71498492,1894076.337,365100.614,1674045,353562,,
1205,0.71502808,1896319.471,365496.6724,1679269,355250,,
1206,0.71499223,1896641.88,365588.9886,1682926,356534,,
1207,0.71490953,1897994.926,365919.465,1680199,356235,,
1208,0.71482638,1903812.518,367111.3396,1691440,358945,,
1209,0.71473127,1913654.599,369090.002,1695104,360102,,
1210,0.71455375,1923122.972,371067.8283,1698704,361013,,
1211,0.71425586,1929378.103,372530.1979,1703963,362349,,
1212,0.71388836,1934006.764,373740.0411,1711108,363934,,
1213,0.7135059,1939024.483,375039.8285,1715955,364986,,
1214,0.71309163,1944593.907,376475.9984,1725034,367031,,
1215,0.71259989,1950109.789,377971.6004,1731436,368489,,
1216,0.71202533,1955485.205,379515.2304,1737535,369799,,
1217,0.71140421,1961172.989,381163.8354,1745002,371435,,
1218,0.71076003,1967426.242,382946.7894,1752764,373153,,
1219,0.71007904,1973932.312,384816.0835,1760653,374793,,
1220,0.70934494,1980277.799,386706.2388,1761699,374972,,
1221,0.70856291,1985961.52,388515.1117,1777326,378171,,
1222,0.70774629,1990497.661,390135.4182,1789322,380812,,
1223,0.70691212,1994533.273,391677.9855,1790196,380735,,
1224,0.70608326,1999817.327,393465.8741,1807585,384423,,
1225,0.70526413,2006940.172,395612.7623,1817389,386323,,
1226,0.70441065,2013721.526,397730.3741,1826533,388083,,
1227,0.70348445,2018106.831,399447.491,1836486,389991,,
1228,0.70253666,2021065.47,400907.0797,1839019,390388,,
1229,0.70164997,2024582.774,402425.5699,1853844,393497,,
1230,0.70084765,2029108.469,404070.9354,1865855,395840,,
1231,0.70009998,2033776.981,405698.4481,1867841,396008,,
1232,0.6993784,2038164.785,407249.8129,1885865,399662,,
1233,0.69866185,2042796.355,408849.2718,1893699,401335,,
1234,0.69793852,2047797.417,410533.3804,1900413,402616,,
1235,0.69723092,2050852.784,411816.3368,1908186,404119,,
1236,0.69656728,2049309.007,412135.6367,1916468,405588,,
1237,0.69596381,2045671.573,411976.1743,1922939,406825,,
1238,0.69543427,2046005.471,412546.1301,1932752,408779,,
1239,0.69496441,2052106.938,414224.3102,1939972,410117,,
1240,0.69448712,2059001.812,416073.0711,1946165,411411,,
1241,0.69395622,2062447.849,417279.215,1953599,412683,,
1242,0.69342975,2063004.37,417898.0994,1960802,413972,,
1243,0.69298151,2062430.634,418213.2963,1967100,415389,,
1244,0.69260307,2063471.568,418789.1435,1963289,414230,,
1245,0.69224442,2069288.987,420316.7776,1976885,416836,,
1246,0.69189577,2079520.527,422734.2575,1984718,418305,,
1247,0.69159077,2089673.059,425096.5393,1978271,416750,,
1248,0.69133379,2096805.734,426799.9942,1991948,419301,,
1249,0.6910552,2102608.75,428255.8146,1995825,419971,,
1250,0.69069917,2109240.391,429958.8712,1998040,420183,,
1251,0.69035467,2117183.557,431920.5232,2000634,420551,,
1252,0.6901545,2126195.191,433958.9299,1993471,419070,,
1253,0.69008075,2134537.948,435735.6831,2000476,420252,,
1254,0.68999371,2139271.325,436789.4667,2003740,420782,,
1255,0.68981987,2140701.057,437256.3793,1994691,418775,,
1256,0.68960746,2144910.403,438330.5064,2003305,420550,,
1257,0.68941049,2156263.878,440850.5844,1999763,419554,,
1258,0.68924955,2170017.078,443826.8776,1993414,418177,,
1259,0.68913157,2179734.653,445935.5095,1987623,416801,,
1260,0.68903339,2184275.622,446965.5488,1981712,415294,,
1261,0.68891795,2185463.364,447327.4814,1973682,413627,,
1262,0.68879213,2186387.443,447646.2974,1968671,412425,,
1263,0.68871325,2191546.514,448784.0762,1961061,410633,,
1264,0.6887002,2202676.825,451076.8998,1953335,408929,,
1265,0.68867252,2214660.342,453559.8558,1946483,407457,,
1266,0.68855852,2222498.07,455284.5038,1939100,405686,,
1267,0.68840604,2227323.499,456433.2297,1931234,404050,,
1268,0.68829778,2232168.708,457540.1769,1911442,399760,,
1269,0.68825147,2237822.495,458747.9827,1909603,399208,,
1270,0.68823876,2243483.073,459921.84,1900006,397053,,
1271,0.68823658,2248786.475,461011.377,1873193,391356,,
1272,0.68823067,2254048.629,462096.4292,1864397,389459,,
1273,0.68821246,2259555.187,463244.7312,1843012,384825,,
1274,0.68818809,2265341.357,464457.0539,1816863,379184,,
1275,0.68816298,2271298.379,465705.3312,1789142,373155,,
1276,0.68812003,2276668.825,466852.653,1749941,364775,,
1277,0.68803682,2280529.45,467733.921,1723156,358905,,
1278,0.68795533,2283652.976,468462.4382,1691958,352125,,
1279,0.68796965,2288201.293,469379.9983,1648651,342647,,
1280,0.68807736,2294591.883,470574.1797,1620159,336438,,
1281,0.68811604,2300294.627,471701.6855,1579586,327626,,
1282,0.68797878,2303488.708,472505.9765,1535457,318012,,
1283,0.68779391,2305716.49,473164.3254,1489373,308048,,
1284,0.68771479,2308965.941,473917.4869,1440377,297520,,
1285,0.68771186,2313200.158,474789.7673,1386289,286078,,
1286,0.68767835,2317519.828,475713.1022,1330551,274220,,
1287,0.6875981,2321993.048,476719.3902,1270035,261481,,
1288,0.68753491,2327532.722,477926.2461,1207180,248281,,
1289,0.68751218,2333340.111,479143.7901,1142793,234816,,
1290,0.68747939,2335606.326,479645.3711,1076740,221083,,
1291,0.68739994,2332488.177,479092.6499,1009338,207185,,
1292,0.68731194,2330094.878,478698.0547,934246,191392,,
1293,0.68726297,2335004.228,479760.7306,865271,177119,,
1294,0.68724183,2344244.545,481682.7348,787793,161297,,
1295,0.68721204,2350780.557,483058.8557,698726,142819,,
1296,0.68716671,2352386.278,483439.2684,614152,125480,,
1297,0.68712469,2351077.597,483217.0803,522880,106849,,
1298,0.68709261,2349683.345,482966.1945,431263,88069,,
1299,0.68705536,2352145.774,483513.7969,344099,70265,,
1300,0.68701023,2360467.441,485274.8512,262704,53714,,
1301,0.68700082,2369920.747,487228.8523,194634,39920,,
1302,0.68706439,2375283.746,488259.956,138021,28213,,
1303,0.68713567,2377388.035,488612.3135,93805,19360,,
1304,0.68711462,2379463.341,489062.5368,63634,13135,,
1305,0.68702342,2382741.921,489839.2547,43449,9051,,
1306,0.68697977,2386839.076,490730.8621,31264,6624,,
1307,0.68702791,2390230.731,491373.706,24505,5155,,
1308,0.68710087,2389776.7,491197.8425,20417,4219,,
1309,0.6871474,2384827.009,490127.9633,18177,3953,,
1310,0.68718439,2382151.185,489536.3285,16950,3585,,
1311,0.68723479,2387902.179,490661.2282,15934,3366,,
1312,0.6872897,2397318.215,492533.7396,15298,3189,,
1313,0.68733302,2402294.223,493506.8404,14605,3094,,
1314,0.68738836,2400928.538,493163.4453,14170,3106,,
1315,0.68750426,2395517.436,491920.679,13846,2952,,
1316,0.68768243,2389856.939,490556.9916,13394,2951,,
1317,0.68786523,2389465.091,490270.1559,12945,2855,,
1318,0.68801445,2396255.9,491494.5886,12633,2677,,
1319,0.68814848,2403767.948,492883.2462,12205,2752,,
1320,0.68828838,2406151.911,493213.1701,,,,
1321,0.68842713,2405270.169,492874.9347,,,,
1322,0.68855281,2404743.912,492624.517,,,,
1323,0.68868507,2405084.79,492544.3294,,,,
1324,0.68885898,2405224.026,492375.6361,,,,
1325,0.68907937,2404927.222,492065.1094,,,,
1326,0.68932216,2404755.824,491755.0508,,,,
1327,0.6895661,2405011.288,491531.1163,,,,
1328,0.68979701,2405503.472,491370.3855,,,,
1329,0.69001393,2405842.309,491194.1928,,,,
1330,0.69025531,2405159.72,490781.9861,,,,
1331,0.69056112,2402835.532,489962.5963,,,,
1332,0.69093151,2400311.723,489030.7113,,,,
1333,0.69134833,2399580.115,488412.6683,,,,
1334,0.69176461,2399879.647,488005.6508,,,,
1335,0.69211785,2398643.235,487357.6682,,,,
1336,0.69242391,2395341.135,486343.8894,,,,
1337,0.69279089,2391910.794,485237.2006,,,,
1338,0.69327026,2389540.03,484221.4759,,,,
1339,0.69378234,2387524.64,483242.945,,,,
1340,0.69425229,2385256.818,482261.7935,,,,
1341,0.69468957,2383448.492,481411.2067,,,,
1342,0.69512586,2382676.852,480772.1287,,,,
1343,0.6956083,2380100.176,479719.0179,,,,
1344,0.69618917,2371767.534,477400.5882,,,,
1345,0.69684109,2360598.032,474439.6184,,,,
1346,0.69746547,2354826.187,472599.6406,,,,
1347,0.69802707,2356099.389,472244.0929,,,,
1348,0.69859488,2356849.841,471777.2962,,,,
1349,0.69922367,2351810.12,470087.3748,,,,
1350,0.69990061,2342836.364,467564.2971,,,,
1351,0.70060571,2332984.096,464842.7604,,,,
1352,0.70134099,2325976.392,462662.5177,,,,
1353,0.70210536,2324956.359,461646.389,,,,
1354,0.70285057,2326767.412,461213.9113,,,,
1355,0.70351771,2325438.892,460243.0329,,,,
1356,0.70415254,2320011.695,458498.2021,,,,
